"lingua","proverbio","interpretacao"
"Kikongo","Nkundi ambote muntangu a mpasl","Variante: KIKUNDI KIAMBOTE UM NTANGW'A MPASI. É no aperto e no perigo que se conhece o melhor amigo». «Um amigo socorrido é lugar forte»."
"Kikongo","Nkundi a lukufi lutidi mpangi (una) valá","Um amigo de perto vale mais do que um irmão ou primo de longe. «Um vizinho de perto vale mais do que um irmão que se mantém à distância»."
"Kikongo","Nkunga kana uvonga sangu se nkalu a mbamvu","Quando a canção se torna muito grande, as calabaças substituem os chocalhos ou os maracás. «Grandes causas produzem grandes efeitos». «Para grandes males grandes remédios»."
"Kikongo","Nkunga watoma kumfeoko, katoma kungyatiku ko, yovo nkung'ambote kumfoko","A boa canção é apreciada no fim e não no início. «Tudo é bom quando acaba em bem», pois «o fim coroa a obra»."
"Kikongo","Nkutu a zowa mbala mosi isiwanga koko","Não se mete duas vezes a mão no bolso do ignorante. «Um homem prevenido vale por dois»."
"Kikongo","Nkuwu kotwa ikotwanga, kaivayikwanga ko","O Nkuwu (compromisso de paz) deve ser sempre aceite e nunca rejeitado. As vantagens que resultam da aceitação de uma proposta de entendimento pacífico para a solução de um importante problema  são maiores do que os confrontes que resultam da rejeição de um tal compromisso de proposto."
"Kikongo","Nkuwu kotwa ikotwanga, kaivayikwanga ko","O Nkuwu (compromisso de paz) é um pronunciamento que compreende: os comprimentos, as boas vindas e um regresso, e a oferta da pocura de entendimento deve ser sempre aceite e nunca rejeitado."
"Kikongo","Nkuwu n'tet'a nyanga, kauzitanga ko, kana uzita wana tadi sidi mo","Um compromisso de paz é leve como um feixe de ervas. Se é pesado, tu puseste uma pedra por dentro. O compromisso da paz é essencial na vida  quem o aceitar está honrado, e quem o  recusar torna-se um perigo para a comunidade. A vida é feita de compromissos sem os quais a existência em comunidade seria quase impossível."
"Kikongo","Nkwa mataya ukimonanga, m'bwaki nsuki ka kimonanga ko","YOVO: NKWA YINDU KAKIZAYANGA KO. Há pessoas andrajosas que se reconhecem, mas as com o cabelo russo não vêem o seu estado.  O provérbio refere-se à natureza humana que faz com que muitos de nós não vejamos os nossos próprios erros mas só os dos outros."
"Kikongo","Nkwa nkolo a malavu, kana kavova dyambu, muntima ditukidi","O que diz um bêbedo vem do coração. O vinho faz revelar os segredos."
"Kikongo","Nkwa nw'andi kena mputu ko (nkwa nw'andi ka mputu ko)","Quem tem a sua boca não é pobre. «Uma lingua doce pode partir os ossos» (M. Maloux — Dictionaire Larousse)."
"Kikongo","Nkwa nzala katungukinanga nkandi ko","Um homem esfomeado não consegue obter que as nozes que descasca lhe saiam inteiras. Todas lhe saem partidas.   Diz-se dos insucessos constantes de alguém em todos os seus afazeres."
"Kikongo","Nkwa nzalu andi kavyanga tiya ko","Quem tem a sua colher não se queima os dedos. Quem manda não executa, e quem exeuta obedece."
"Kikongo","Nleke bwek'e nsuki, tumbu kw'ambuta","Uma criança com o cabelo ruivo faz a vergonha dos seus pais. «O dono do cão é o responsável dos seus actos»."
"Kikongo","Nleke kana kazaya sik'engoma, kinisa kwandi mbuta","Se um jovem sabe tocar batuque, pode fazer dançar um mais velho. Este provérbio quer dizer que um jovem inteligente pode instruir um mais velho 256 sem ser desprezado por causa da sua idade."
"Kikongo","Nlel'ambuta mabanda wafwanga","A roupa de um mais velho é feita de remendos. Um velho deve suportar o mal que vê, ouve e sofre sem tirar desforra contra os seus autores."
"Kikongo","Nlel'a nsopa kaumanisinanga makinu ko","Com a roupa emprestada não se pode acabar uma dança. «Quem o alheio veste na praça o despe»."
"Kikongo","Nlele mya ingi nyanzi","Muita roupa traz piolhos. Muita promiscuidade traz confusões e muitos problemas."
"Kikongo","Nlele watunga na meso yalumuka kaka","O pano cosido pelos olhos estende-se ao comprido.  Os olhos têm a propriedade de ver todo o espaço e tudo que se lhes oferecer."
"Kikongo","Nlembo ayela kaulutanga sakuba ko","Um dedo doente nunca evita de tropeçar num qualquer obstáculo.  «Quem tem mazela, tudo lhe dá nela». «Onde há dor, aí pomos o dedo». «É sempre a ferida que recebe o choque ou embate» (Provérbio Libanês - R. Sha)."
"Kikongo","Nlembo kana uvya munwa ulukilanga","O dedo, quando queimado, apressa-se para a boca. Quando um homem está em dificuldade, ele recorre aos seus familiares mais próximos."
"Kikongo","Nlembo mosi kana ulwala, nlembo mya nkaka mitelele menga","Se um dedo for ferido, os outros também ficam manchados de sangue.  O provérbio quer dizer que quando um membro da sociedade sofre, todos os outros membros sofrem com ele também, e quando um membro se alegra, os restantes membros alegram-se também com ele directa ou indirectamente."
"Kikongo","Nlembo mosi kautetanga nguba ko yovo (1","º Variante): NLEMBO MOSI KAUSUKULANGA LUSE KO YOVO (2.º Variante): NLEMBO MOSI KAUSIKANGA NGOMA KO. NKUTAKANI A NLEMBO ISIKANGA NGOMA. Um dedo não pode descascar o amendoim, nem lavar a cara e nem tão pouco  tocar o batuque. É a união dos dedos que pode bater o batuque, lavar a cara e/ou descascar o amendoim . «Um homem sozinho é fraco. «A união faz a força»."
"Kikongo","Nlembo uvolanga nsombe lebo-lebo","O dedo que extrai o verme da palmeira deve ser suave. «Vale mais o jeito do que a força e a violência»."
"Kikongo","Nlombo a mvula wasisisa mwana va mpambu","O medo da aproximação das nuvens da chuva causou uma vez o abandono de uma criança numa encruzilhada. As ameaças fazem perder a cabeça."
"Kikongo","Nlongo yovo nkisi à nsongo: zola, nlongo yovo nkisi a kitantu: lolozyana","O remédio do ciúme é o amor o remédio do ódio é o perdão mútuo. «Há uma sorte de amor cujo excesso impede o ciúme» (La Rochefoucauld)."
"Kikongo","Nlwa mumondo, munsoso muyingana","O povo Nlua informa-se pelo batuque-tambor, o povo de Nsoso pelos provérbios Os Luas são um grupo étnico do Norte de Angola, reputado pela sua inteligência de compreender  ou interpretar as mensagens transmitidas e recebidas pelos instrumentos sonoros como batugues ou tambores. Os Nsosos são também uma etnia do Norte de Angola, reputada pela sua faculdade de compreender a linguagem dos provérbios.  Esta máxima é utilizada no mesmo sentido de: «para bom entendedor meia palavra basta»."
"Kikongo","Nlunga mosi muna koko kauvovanga ko","Um bracelete no braço não fala. O provérbio quer dizer que uma pulseira no pulso não retine. «A união é força, a desunião é fraqueza»."
"Kikongo","Nlwazi a malavu bwidi mene lukisi y'alwazi nkokela","Um colector de maruvu que caiu de manhã preveniu os que foram colectar à tarde. «Deve-se aprender da infelicidade alheia» (Esopo)."
"Kikongo","Nsa a mfindikila kabwanga kuyenga ko, yovo kabwanga mu wulu ko","Um antílope empurrado pelos caçadores não cai sempre no precipício. Nem tudo que se quer se consegue sempre pela pressão ou força."
"Kikongo","Nsafu a mbote ibwididi vambi","Uma boa fruta de safu caiu num mau lugar. Diz-se de alguém de bem que encontrou uma má pessoa que se torna uma carga a suportar por ele."
"Kikongo","Nsafu a mbi ibwididi vambote","Uma má fruta de safu caiu num bom lugar. Dito de alguém que é mau que encontrou um bom lugar. Ele é a pessoa a aturar por quem aceitou de viver com ela."
"Kikongo","Nsafu a mbote ibwididi va mbote","Uma boa fruta de safu caiu num bom lugar. Dito de uma boa pessoa que se une com uma boa pessoa também. Um tal encontro torna-se uma bênção que permite às duas pessoas usufruir com harmonia dos benefícios derivados de uma  boa convivência."
"Kikongo","Nsa kana kavutuka manima fwa kafwanga","Se a antilope volta por trás, arrisca-se de ser morta."
"Kikongo","Nsaka za mbwa, ndion'ozolanga zo yi ukalanga muna nsi","Na brincadeira dos caos, quem gosta dela é que fica em baixo do outro. O provérbio significa que a vida em grupo, em família ou em sociedade,  é um jogo, e só quem gosta de viver em harmonia com os outros, pode praticar um jogo limpo no interesse de todos, usando de benevolência com os amigos e de tolerância com os inimigos."
"Kikongo","Nsambi kana ileka nzo nkaka, ibalukidi leko","Um instrumento de música que muda de casa muda de som também. O provérbio indica que quando um bem precioso muda de mãos, ele perde a sua integralidade ao voltar na posse do seu dono."
"Kikongo","Nsamu ambote ku mfoko","A boa notícia é reputada boa apenas no fim. «Tudo é bom quando acaba em bem»."
"Kikongo","Nsamu wakonda mbangi wafwa","Uma história sem testemunha é contestável. «Não se deve tomar em conta uma só testemunha, fosse ela o próprio Caton», daí o provérbio: «Testemunho de um só, testemunho nulo»."
"Kikongo","Nsamu wasamuna antu ole otoma","Uma história contada por duas pessoas é digna de fé. «Testemunha única, testemunha nenhuma» (Aforismo jurídico)."
"Kikongo","Nsangu za mbi nave zimenanga","As más notícias têm alas para voar. As más notícias viajam rapidamente."
"Kikongo","Nselele ozola ze bubwa - a nselele azola ze bubwa, yovo «nselele azola ndianga ze bubwa»","As térmitas gostam das ervas já ceifadas. Dito das pessoas parasitas que vivem á custa de outras pessoas."
"Kikongo","Nsengo vamwelo mwana uvana yo","Uma enxada na porta deve te ser entregue pela criança se quiser ir à lavra. Este provérbio indica que, se a criança não estiver de saúde, uma mãe não pode pegar na enxada para ir trabalhar à lavra, e  deixar a criança doente em casa."
"Kikongo","Nsia nsiku insia dila","Um país de leis é um país onde se aproveita. Este provérbio se refere a um país onde as leis são infringidas ou violadas por aqueles que são encarregues de sua aplicação, ou os que se consideram estar em cima da lei  por serem mais fortes, espertos, insuspeitáveis ou quase."
"Kikongo","Nsisi a yangwa fwa kwani muntambu","O castor fumado pode ser apanhado numa armadilha. Este provérbio se usa quando, nos assuntos de casamento, o dinheiro pode substituir um bem exigido em falta. «O que o dinheiro pode tudo, ele permite tudo,  ele dá tudo...» (Marcel Pagnol)."
"Kikongo","Nsisi à yangwa kuyedika ko, kana yedika yo manisi yo","Não proves o animal-nsisi fumado  se o provares acabar-lo-ás. Há coisas na vida que não devem ser provadas fora do momento apropriado e obedecem ao  princípio: «ou não provar, ou ir até ao fim» (Ovideo - «Arte de amar»)."
"Kikongo","Nsiungwani nsiku, kunati nsiku ko","Tu encontras um país com as suas leis, não leves as tuas. «A Roma, fazes como os Romanos». «Não leves as tuas regras para o mosteiro do outrem» (Prov. Russo — Rosa Sha)."
"Kikongo","Nsi vilu, mambu vilu","Muda o país, mudam também os hábitos. Um país cujas estruturas políticas mudam, muda também de leis, estruras mentais ou os usos e costumes. «Outros tempos, outros costumes». «Muda a infrastratura, muda também a superstrutura»."
"Kikongo","Nsi yankulu kansi ntambi za mpa","O país é antigo mas as pegadas são novas. Diz-se de um país que pode ser antigo, mas cujos habitantes são novos e se renovam de geração em geração."
"Kikongo","Nsombe kadilwangwa mudyamebu dye mazi ko","O verme da palmeira não se come por ser muito oleoso mas por causa das suas propriedades nutritivas. «Temos que juntar o útil ao agradável»."
"Kikongo","Nsombe ze vingila mfuki, vingilanga kaka","Trata-se de vermes da palmeira aguardados pelo animal mfuki numa espera sem fim. Diz-se de qualquer coisa que se espera indefinidamente sem resultado.  «Quem espera por sapatos de defunto, toda a vida anda descalço»."
"Kikongo","Nsongi a malavu bwidi mene lukisi ya lwasa nkokela,","O colector de vinho da palmeira que caiu de manhã é um aviso para os que colherem à tarde. «A infelicidade do outrem é uma lição para os outros.»"
"Kikongo","Nsoni dya zidyanga","A vergonha mata. «Quem se faz de mel, abelhas o lambem»."
"Kikongo","Nsoni izakala mu meso, kala vo mu malu nga ye watelama lakwa, yovo: nsoni mumeso, vo mumalu nga kilendi telama ko","A vergonha manifesta-se nos olhos, se fossem nas pernas, ser-me-ia difícil de andar.  A máxima mostra que a vergonha inibe e paralisa a acção da pessoa que ela afecta."
"Kikongo","Nsongo mye sweka vonda mivondanga","As dores de parto escondidas podem matar o bebé e/ou a mãe. Quem esconde o seu mal, priva-se de ser socorrido ou salvo de uma morte certa."
"Kikongo","Nsusu a mpembe kakondele vata ko","A galinha branca não falta em aldeia nenhuma. Os problemas existem em qualquer comunidade."
"Kikongo","Nsusu a nkento dikakokolwenda, finifini kya laka","A galinha cacareja por confrangimento. Por opressão excessiva, a natureza cede ou explode."
"Kikongo","Nsusu koko, ata kanwana ko, mpasi mave kavavidika","O galo, mesmo se não lutar, deve, pelo menos, eriçar as penas.  O provérbio indica-nos que, nas situações críticas, devemos salvar as aparências."
"Kikongo","Nsusu mu kimosi kimosi kayukitilanga","Pouco a pouco, a galinha enche-se. «Grão a grão enche a galinha o papo» e «devagar se vai ao longe»."
"Kikongo","Nsusu udya nsongonya, malu zangi-zangi","Uma galinha que come formigas operárias anda com as patas no ar. Dito de alguém que tira proveito de uma situação incómoda que está apressado a abandonar."
"Kikongo","Ntambu a mbende mundeka ndeka una","YOVO: NTAMBU A MBENDE KONSO MUNTU YE LEKO DYANDI. Cada um tem a sua maneira de armar a ratoeira do rato-mbende. «Cada um sabe as linhas com que se cose»."
"Kikongo","Ntambu a nzengenge baka kwandi mbizi a nene","Uma pequena armadilha pode apanhar uma caça grossa. «A chuva miúda acalma a ventania  a serenidade vence o furor»."
"Kikongo","Ntambu a sanga-ngunga kamufwanga ki mosiko","A teia de aranha não apanha apenas uma coisa. Dito de uma coisa ou uma situação que arrasta mais consequências do que previsto."
"Kikongo","Ntambu okodila kusina kakundungu ko","A armadilha é mais forte na base do que na sua alavanca (extremidade). «A causa principal é mais importante que o efeito»."
"Kikongo","Ntangu kavingilanga muntu ko","O tempo não espera por ninguém «OQ tempo e a maré não esperam por ninguém»."
"Kikongo","Ntangu ka vutukanga kunima ko","O tempo não recua. «Aproveite enquanto há tempo»."
