"«Quem cala consente, e quem consente é cúmplice».",Portuguese
"VO KUZOLELE MANIMBA KO, KUBULA MAVEKO YOVO YINGA",Portuguese
MAVEKO.,Portuguese
331,Portuguese
tsé-tsé.,Portuguese
tse flies.,Portuguese
VO KUYIKWANGA KO KWASISA MUNTU KO.,Portuguese
"vivos. ,",Portuguese
pensam neles» (Émilie Henriot).,Portuguese
"VO LOSA MATE MU ZULU, VA LUSE MAKUVUTUKILA.",Portuguese
"VO LUZOLANA, KALUDIKANI MFUKA KO.",Portuguese
"Se são amigos, não se emprestem dinheiro.",Portuguese
"ao emprestar, mas inimigo ao devolver».",Portuguese
332,Portuguese
"VO MBIZI UKONDA, KUKOVODIKO KO.",Portuguese
"VO MUNTU KANINI VO SE KAKIVONDA, LONGI KAZOLELE YOVO",Portuguese
SIMWA KAZOLLE SIMWA.,Portuguese
não ser impedido.,Portuguese
"VONDA KWAKALA NKANT, KANGA YE ZIKA KAKWAKALA NKANU KO.",Portuguese
"Matar é crime, mas sepultar um morto é legal.",Portuguese
"Uma boa acção é louvável, uma má acção é condenável.",Portuguese
"VONGA KAWOLE KO, KEVA KANDAMBU KO.",Portuguese
homem.,Portuguese
333,Portuguese
homme.,Portuguese
"VO NGEYE MOSI UNA, YUVULA MBUNDU AKU. AVO AOLE LUNA,",Portuguese
LUTULA NTU VAMOSI.,Portuguese
cabeças.,Portuguese
"«Cada cabeça, sua sentença».",Portuguese
Vautre.,Portuguese
"VO SALU USALA, TOMA KYO SALA, FULU KYAKU KYESESA.",Portuguese
9:10).,Portuguese
"VO UNKANDI TETOKA, ZA ZINGI ZIFWILANGA MU KATI YOVO (Variante):",Portuguese
"(WAKALA NKANDI TETOKA, ZAZINGI ZIFWILANGA MU KATI).",Portuguese
cascas.,Portuguese
',Portuguese
334,Portuguese
"VOVA KA KULUTIDI KO, VANGA KULUTIDI.",Portuguese
louder than words».,Portuguese
"VOVA KYELEKA, KYELEKA KYA KITULA MFUMU.",Portuguese
"VOVA-VOVA KUNATANGA NKANU, LABA-LABA KEKUNATANGA",Portuguese
NKANU KO.,Portuguese
335,Portuguese
ouro».,Portuguese
langue sauve sa tête» (Proverbe turc — R.Sha).,Portuguese
"VOVA YO NKENTO UNA YE VUMU, NGUDI AVO KAWA KO, MWANA WA",Portuguese
KAWA.,Portuguese
belle étoile.,Portuguese
336,Portuguese
|,Portuguese
|,Portuguese
|,Portuguese
|,Portuguese
|,Portuguese
"VO YAKELE KUNA NGA YASEVA, KANSI AKELE KUNA MENO MPE",Portuguese
AKELE MAU. VARIANTE: KALA NKALA KUNA YADI SEVA. NGA YAKELE,Portuguese
KUNA K'AKELE YO MENO KO E?,Portuguese
"todos os outros, presentes ou absentes.",Portuguese
"VO ZOLA VOVELA MVUMBU, UNZAYILA LUSANSU, AVO KE WAU KO",Portuguese
NGEYE UKITUKA MVUMBU.,Portuguese
"deste, pois no caso contrário, o feitiço pode se virar contra o feiticeiro.",Portuguese
"«L Homme, cet inconnu»).",Portuguese
"VUMU KITANDANGA, NTU KAUTANDANGA KO.",Portuguese
rosto.,Portuguese
337,Portuguese
"VUMU KIYUKUTANGA, MESO KAMAYUKUTANGA KO.",Portuguese
"O ventre pode encher-se, mas os olhos nunca estão cheios e nunca se cansam",Portuguese
"«O estômago esfomeado pode ficar farto, mas os olhos são insaciáveis» (Provérbio",Portuguese
Turco — R.Sha).,Portuguese
vis» (Proverbeturc - R.Sha).,Portuguese
ish proverb — R.Sha).,Portuguese
VUMU N'SUMBA KAUMENINANGA MBONGO KO.,Portuguese
sementes. -,Portuguese
«OQ ventre é consumidor e não produtor».,Portuguese
nouvelles semences.,Portuguese
seeds.,Portuguese
338,Portuguese
description,language
W,Portuguese
"WALEKAMA, SIK'OVINGILA. (NKELE WALEKAMA, SIKA",Portuguese
UVINGILANGA).,Portuguese
para tal.,Portuguese
em acção.,Portuguese
mouvement.,Portuguese
ventre. (Provérbios 26:20-23).,Portuguese
WANGILA WA KO KANA KANGILA WO NSONI UZININI.,Portuguese
"Se grilhar o gergelim do sogro com vergonha, ele acabará por ser queimado.",Portuguese
solution.,Portuguese
issue.,Portuguese
"WAU UNA YE MENO, DYA VISI.",Portuguese
"Enquanto tiveres dentes, come os ossos.",Portuguese
339,Portuguese
«Malhe no ferro enquanto está quente».,Portuguese
"WAWU UNA YE MENO, DYA VISI.",Portuguese
"Enquanto tiveres dentes, come os ossos.",Portuguese
mente ficarão velhos.,Portuguese
«Malhe no ferro enquanto está quente».,Portuguese
"WELE KUNA NA NWA KUWIDI KO DYAMBU KO, WANA ZEVO KWELE",Portuguese
KOKO.,Portuguese
"«só o silencio é grande, todo o resto é fraqueza», e por outro lado, «o silêncio é",Portuguese
"es pas allé,",Portuguese
340,Portuguese
(Samuel Butler).,Portuguese
"WIKI KU NIMA KOKO, MUNTU NKAKA UVENDA WO.",Portuguese
"O mel atrás da sua palma representa teus familiares: por exemple filhas, irmãs,",Portuguese
efou pela lei como sendo incestuosa.,Portuguese
"da endogamia, autoriza o casamento somente fora do clã, e evita assim o incesto",Portuguese
«Somente uma outra pessoa pode te roçar nas costas» (Prov. Africano). O antí-,Portuguese
"gamia, onde cada um estiver.",Portuguese
comme étant incestueuse.,Portuguese
même famille ou clan.,Portuguese
"WOLE DIVAYIKISI NTU KUNSEKE (KUNZILA), KUNA MFINDA DITUKIDI",Portuguese
NKATA DIFUNDIDI (DIZINGIDI).,Portuguese
grandemente enrolado dentro da floresta.,Portuguese
341,Portuguese
"Quando um facto ou um mal revela os seus efeitos ao grande dia, é uma indica-",Portuguese
apenas 1/10 ou 10% da sua massa total.,Portuguese
"WONGA KA USAKI, UNKABU MPE KA USAKI.",Portuguese
"Não convem agir temerariamente, nem timidamente.",Portuguese
"Ni témérairement, ni timidement.",Portuguese
"Neither rashly, nor timidly.",Portuguese
"WUTA KAKUBADIDI KO, TEKOLA KUBADIDI.",Portuguese
Não basta ter só filhos mas também netos e bisnetos.,Portuguese
"ças»,",Portuguese
342,Portuguese
"WUTIDI MWANA KAKODI KO, MBAKA WANZOLELA KAKALA E?",Portuguese
Rosa Sha).,Portuguese
"WUTÍDI VA ZANDU, KANATI NSANGU KO, AWONSO VENA ZANDU",Portuguese
WANTU AKU E?,Portuguese
nelle».,Portuguese
market?,Portuguese
"Este provérbio enaltece o meio físico na formação do homem, pelas influências e",Portuguese
343,Portuguese
"WUTUKA KUVITANGA, LONGO SUKININA LUSUKININANGA.",Portuguese
"O nascimento precede, o casamento segue depois.",Portuguese
"Birth precedes, marriage follows.",Portuguese
them equitably.,Portuguese
344,Portuguese
Y,Portuguese
YAMBULA VANGA MBL KITUKA MUNTU WAMBOTE WAWU UNA YE,Portuguese
"NTANGU, KADI KUZEYE KO OMA MAKUVINGILA KUNTWALA.",Portuguese
bem» (Marco Aurélio).,Portuguese
«Muitos santos são pessoas convertidas».,Portuguese
Aurêle).,Portuguese
"YANDI NDYOY'ODYANGA YANDI IKUZENG'ENDYA,",Portuguese
Quem come contigo é quem vai te envenenar.,Portuguese
(St.Mat.:26:23).,Portuguese
(St.Matt.26:23).,Portuguese
YANGALALA WALEMBA NUNA.,Portuguese
Esteja alegre para não envelhecer.,Portuguese
345,Portuguese
"YANTIKA KAKUBADIDI KO, FOKOLA KUBADIDI.",Portuguese
"Não basta bem começar, basta, sim, bem acabar.",Portuguese
quando acaba em bem».,Portuguese
"YAZINGA NKI NDIA, YA FWA NKI NSISA — TOVO (Variante): NZINGA NKI",Portuguese
NDIA MEWA NKI NSISA.,Portuguese
346,Portuguese
YELA VUMBU DYA NWA IZAYA ZENZA KAWA MENGA YE MAFINA.,Portuguese
"YE NATAMO KWANDI, AMBUT'ATALA MO.",Portuguese
"YE NKALAWONGA MBULANGENE YANDI, YE NYOKA UNTELE YAUKULU",Portuguese
"SUMBULA YE SUMBULA,.",Portuguese
dents malheureux.,Portuguese
347,Portuguese
"penng, because misforunes come never singly.",Portuguese
"YE NKINDISA KWANI, WAU E FUNGUTU KYA KOKO KYASALA",Portuguese
"KIKAKUNSONGANGA YOVO: YE NSADISA KWANI, WAU MU",Portuguese
"KUMVUMISA, E FUNGUTU KYA KOKO KYASALA KIKAKUNSONGANGA.",Portuguese
ficou.,Portuguese
(Prov. Persa — Rosa Sha).,Portuguese
mire» (Prov. Peran — Rosa Sha).,Portuguese
YETO AWONSO MBOMBO MUNSI ZATALA.,Portuguese
Todos nós somos mortais.,Portuguese
"YETO TUMVUKA MI DYA, MI YALUKA.",Portuguese
autre.,Portuguese
348,Portuguese
"YETO TUYOLELA VO KATUVELELA KO, NGEYE DIAKA VA ZOLELE",Portuguese
YOLELA.,Portuguese
te lavar nele?,Portuguese
primeiros ocupantes da terra em relação aos novos imigrantes.,Portuguese
bathe here?,Portuguese
YE VOVELA KU MBUNDU AME. NANI OKONDA MBUNDU?,Portuguese
Quero falar com o meu coração. Mas quem não tem o coração?,Portuguese
YINKODI YOLE KUNA NTU NKWENO LUFUTU (LUFITA).,Portuguese
"«Uma vez passa, duas vezes cansa, três vezes quebra». Mas Joseph Murphy, pela",Portuguese
"Poder do Subconsciente — cap. 14, pp. 198-199).",Portuguese
"«Once passes, twice weakens, three times (thrice) breaks».",Portuguese
"Miund, chap.14: 152-153).",Portuguese
349,Portuguese
"YITU KAISOLWANGWA KO, AKUNDI ASOLWANGWA.",Portuguese
"«Chance makes parents, choice makes friends» (J. Delille).",Portuguese
350,Portuguese
Z,Portuguese
ZALUNGA IBOSI ZIVOVA.,Portuguese
Os instrumentos devem estar completos para tocarem.,Portuguese
devem estar presentes para se tomar uma importante decisão.,Portuguese
"ZANDU DYA TÁ NA MBWA, KWENDA MOKO NKATU, VUTUKA",Portuguese
MPEMOKO NKATU.,Portuguese
com o ventre cheio mas sem trazer nada.,Portuguese
goes back home also empty handed .,Portuguese
YIVILANGA KO.,Portuguese
nele não pode passar despercebida.,Portuguese
"encontram-se fortuitamente, por afinidade ou por simpatia atractiva.",Portuguese
marché ne peut pas passer inaperçue.,Portuguese
351,Portuguese
ZASALA TOKO Z'ANDUMBA.,Portuguese
O dinheiro ganho pelo jovem destina-se às mulheres.,Portuguese
seu dinheiro para agradar às mulheres.,Portuguese
"ZAYA DYAMBU KUTUKA, KUZAYI DYAMBU KUKWENDA KO.",Portuguese
Sabe-se algo do local da procedência mas não do destino.,Portuguese
incógnita».,Portuguese
"ZAYANA KUKE, MONANA KULUTIDI YOVO: ZAYANA KAKUBADIDI KO,",Portuguese
"MONANA KUBADIDI, KADI NTETE MUZAYANA, MONANA KUVITANGA .",Portuguese
"significa «encontrei», atribuída pela legenda ao físico-matemático Arquimedes,",Portuguese
thing too.,Portuguese
352,Portuguese
(Webster's New World Dictionary — College Edition).,Portuguese
"ZENGA KILÁ, BUKUNUNA KIKUFI.",Portuguese
"AO cortar, o pau está ainda comprido, ao cortejá-lo, torna-se curto.",Portuguese
mundo seja difícil conseguir o justo meio.,Portuguese
não deve eclipsar totalmente o clã.,Portuguese
"ZINGU KYA NA NKANDI, MUNSI TADI, VANTANDU TADI.",Portuguese
"Vida da noz da palmeira: em baixo há uma pedra, e em cima também uma outra.",Portuguese
"ZITISA MBUT'AKU NZE S DYAKU, ZOLA NLEK'AKU NZE MWAN'AKU.",Portuguese
WIZANA YE NKWAKU UZINGANGA YANDI NZE MPANGI AKU.,Portuguese
"filho, e o teu próximo como teu irmão.",Portuguese
353,Portuguese
19:19).,Portuguese
ton prochain comme ton frêre.,Portuguese
(Mat. 19:19).,Portuguese
19:19).,Portuguese
"ZITISA, NGEYE MPE IBOSI OSINGA ZITISWA.",Portuguese
Respeite os teus semelhantes e serás também respeitado.,Portuguese
YE ZINGISA MUNTU.,Portuguese
homem.,Portuguese
font vivre 'homme.,Portuguese
ZOWA KAKONDANGA KANDA KO.,Portuguese
Um ignorante não falta em nenhuma família.,Portuguese
"ZOWA LUKISA KWANI NKWA NGANGU.,",Portuguese
Um tolo pode aconselhar um homem inteligente.,Portuguese
354,Portuguese
ZOWA MUNTU UKUMVWANGA.,Portuguese
Um tolo tem sempre um parente.,Portuguese
Um néscio é sempre útil numa família.,Portuguese
ZOWA NKWA NGANGU UKUNLUKISANGA.,Portuguese
O homem astucioso transforma um ignorante em homem prevenido.,Portuguese
"ZU DYA NKUNGA KADIBADIDI KO, TOLO KYA NKUNGA KIBADIDI.",Portuguese
whole society.,Portuguese
ZUMBA KAVWANGA MWANA KO.,Portuguese
O adultério não gera paternidade.,Portuguese
355,Portuguese
ZUNDU SIK'E MPUNGL. EZI YAVITA SIKA NTETE IZA NTUNDULO MESO.,Portuguese
«Once bitten twice shy».,Portuguese
356,Portuguese
